run,n_generation,n_variation,n_format,structure,text_task,text_prompt,image_prompt,model_response,extracted_response,expected_response,match,similarity,node_font,node_color,edge_width,task_id,attempt,num_nodes,resolution
2,1,2,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-6a4f6150-138a-4bc9-9486-f9641c4ceced.png," ```python\ngraph = {1: [2, 3], 2: [1, 3], 3: [1, 2]}\n```","{1: [2, 3], 2: [1, 3], 3: [1, 2]}","{1: [2, 3], 2: [1, 3], 3: [2, 1]}",False,93.93939393939394,sans-serif,#fee4b3,1.0,None,3,3,512
2,1,2,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-6a4f6150-138a-4bc9-9486-f9641c4ceced.png," ```python\ngraph = {1: [2, 3], 2: [1, 3], 3: [1, 2]}\n```","{1: [2, 3], 2: [1, 3], 3: [1, 2]}","{1: [2, 3], 2: [1, 3], 3: [2, 1]}",False,93.93939393939394,sans-serif,#fee4b3,1.0,None,3,3,512
2,1,2,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-6a4f6150-138a-4bc9-9486-f9641c4ceced.png," `[1, 2, 3]`","[1, 2, 3]","[1, 2, 3]",True,100.0,sans-serif,#fee4b3,1.0,None,3,3,512
2,1,2,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-6a4f6150-138a-4bc9-9486-f9641c4ceced.png," `[1, 2, 3]`","[1, 2, 3]","[1, 2, 3]",True,100.0,sans-serif,#fee4b3,1.0,None,3,3,512
2,1,2,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-6a4f6150-138a-4bc9-9486-f9641c4ceced.png," `[1, 2, 3]`","[1, 2, 3]","[1, 2, 3]",True,100.0,sans-serif,#fee4b3,1.0,None,3,3,512
2,1,2,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-6a4f6150-138a-4bc9-9486-f9641c4ceced.png," ```python\n[1, 3, 2]\n```","[1, 3, 2]","[1, 2, 3]",False,77.77777777777779,sans-serif,#fee4b3,1.0,None,3,3,512
2,1,2,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-6a4f6150-138a-4bc9-9486-f9641c4ceced.png," ```python\n[1, 2, 3]\n```","[1, 2, 3]","[1, 2, 3]",True,100.0,sans-serif,#fee4b3,1.0,None,3,3,512
2,1,2,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-6a4f6150-138a-4bc9-9486-f9641c4ceced.png," [1, 2, 3]","[1, 2, 3]","[1, 2, 3]",True,100.0,sans-serif,#fee4b3,1.0,None,3,3,512
3,1,3,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-6a4f6150-138a-4bc9-9486-f9641c4ceced.png," ```python\ngraph = {1: [2, 3], 2: [1, 3], 3: [1, 2]}\n```","{1: [2, 3], 2: [1, 3], 3: [1, 2]}","{1: [2, 3], 2: [1, 3], 3: [2, 1]}",False,93.93939393939394,sans-serif,#fee4b3,1.0,None,3,3,512
3,1,3,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-6a4f6150-138a-4bc9-9486-f9641c4ceced.png," ```python\ngraph = {1: [2, 3], 2: [1, 3], 3: [1, 2]}\n```","{1: [2, 3], 2: [1, 3], 3: [1, 2]}","{1: [2, 3], 2: [1, 3], 3: [2, 1]}",False,93.93939393939394,sans-serif,#fee4b3,1.0,None,3,3,512
3,1,3,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-6a4f6150-138a-4bc9-9486-f9641c4ceced.png," ```python\ngraph = {1: [2, 3], 2: [1, 3], 3: [1, 2]}\n```","{1: [2, 3], 2: [1, 3], 3: [1, 2]}","{1: [2, 3], 2: [1, 3], 3: [2, 1]}",False,93.93939393939394,sans-serif,#fee4b3,1.0,None,3,3,512
3,1,3,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-6a4f6150-138a-4bc9-9486-f9641c4ceced.png," `[1, 2, 3]`","[1, 2, 3]","[1, 2, 3]",True,100.0,sans-serif,#fee4b3,1.0,None,3,3,512
3,1,3,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-6a4f6150-138a-4bc9-9486-f9641c4ceced.png," `[1, 2, 3]`","[1, 2, 3]","[1, 2, 3]",True,100.0,sans-serif,#fee4b3,1.0,None,3,3,512
3,1,3,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-6a4f6150-138a-4bc9-9486-f9641c4ceced.png," `[1, 2, 3]`","[1, 2, 3]","[1, 2, 3]",True,100.0,sans-serif,#fee4b3,1.0,None,3,3,512
3,1,3,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-6a4f6150-138a-4bc9-9486-f9641c4ceced.png," [1, 3, 2]","[1, 3, 2]","[1, 2, 3]",False,77.77777777777779,sans-serif,#fee4b3,1.0,None,3,3,512
3,1,3,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-6a4f6150-138a-4bc9-9486-f9641c4ceced.png," ```python\n[1, 2, 3]\n```","[1, 2, 3]","[1, 2, 3]",True,100.0,sans-serif,#fee4b3,1.0,None,3,3,512
3,1,3,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-6a4f6150-138a-4bc9-9486-f9641c4ceced.png," [1, 2, 3]","[1, 2, 3]","[1, 2, 3]",True,100.0,sans-serif,#fee4b3,1.0,None,3,3,512
4,2,1,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-6a4f6150-138a-4bc9-9486-f9641c4ceced.png," ```python\ngraph = {1: [2, 6], 2: [1, 3, 5], 3: [2, 4], 4: [3, 5], 5: [2, 4, 6], 6: [1, 5]}\n```","{1: [2, 6], 2: [1, 3, 5], 3: [2, 4], 4: [3, 5], 5: [2, 4, 6], 6: [1, 5]}","{1: [2, 6], 2: [1, 3, 5], 3: [2, 4], 4: [3, 5], 5: [4, 6, 2], 6: [5, 1]}",False,93.05555555555556,sans-serif,#fee4b3,1.0,None,3,6,512
4,2,1,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-6a4f6150-138a-4bc9-9486-f9641c4ceced.png," ```python\ngraph = {1: [2, 6], 2: [1, 3, 5], 3: [2, 4], 4: [3, 5], 5: [2, 4], 6: [1]}\n```","{1: [2, 6], 2: [1, 3, 5], 3: [2, 4], 4: [3, 5], 5: [2, 4], 6: [1]}","{1: [2, 6], 2: [1, 3, 5], 3: [2, 4], 4: [3, 5], 5: [4, 6, 2], 6: [5, 1]}",False,92.7536231884058,sans-serif,#fee4b3,1.0,None,3,6,512
4,2,1,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-6a4f6150-138a-4bc9-9486-f9641c4ceced.png," ```python\ngraph = {1: [2, 6], 2: [1, 3, 5], 3: [2, 4], 4: [3, 5], 5: [2, 4], 6: [1]}\n```","{1: [2, 6], 2: [1, 3, 5], 3: [2, 4], 4: [3, 5], 5: [2, 4], 6: [1]}","{1: [2, 6], 2: [1, 3, 5], 3: [2, 4], 4: [3, 5], 5: [4, 6, 2], 6: [5, 1]}",False,92.7536231884058,sans-serif,#fee4b3,1.0,None,3,6,512
4,2,1,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-6a4f6150-138a-4bc9-9486-f9641c4ceced.png," [1, 2, 6, 3, 5, 4]","[1, 2, 6, 3, 5, 4]","[1, 2, 3, 4, 5, 6]",False,83.33333333333334,sans-serif,#fee4b3,1.0,None,3,6,512
4,2,1,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-6a4f6150-138a-4bc9-9486-f9641c4ceced.png," [1, 2, 6, 5, 4, 3]","[1, 2, 6, 5, 4, 3]","[1, 2, 3, 4, 5, 6]",False,72.22222222222221,sans-serif,#fee4b3,1.0,None,3,6,512
4,2,1,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-6a4f6150-138a-4bc9-9486-f9641c4ceced.png," [1, 2, 5, 3, 4, 6]","[1, 2, 5, 3, 4, 6]","[1, 2, 3, 4, 5, 6]",False,83.33333333333334,sans-serif,#fee4b3,1.0,None,3,6,512
4,2,1,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-6a4f6150-138a-4bc9-9486-f9641c4ceced.png," [1, 2, 4, 5, 3, 6]","[1, 2, 4, 5, 3, 6]","[1, 2, 6, 3, 5, 4]",False,72.22222222222221,sans-serif,#fee4b3,1.0,None,3,6,512
4,2,1,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-6a4f6150-138a-4bc9-9486-f9641c4ceced.png," [1, 2, 4, 5, 3, 6]","[1, 2, 4, 5, 3, 6]","[1, 2, 6, 3, 5, 4]",False,72.22222222222221,sans-serif,#fee4b3,1.0,None,3,6,512
4,2,1,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-6a4f6150-138a-4bc9-9486-f9641c4ceced.png," [1, 2, 4, 5, 3, 6]","[1, 2, 4, 5, 3, 6]","[1, 2, 6, 3, 5, 4]",False,72.22222222222221,sans-serif,#fee4b3,1.0,None,3,6,512
5,2,2,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-6a4f6150-138a-4bc9-9486-f9641c4ceced.png," ```python\ngraph = {1: [2, 6], 2: [1, 3, 5], 3: [2, 4], 4: [3, 5], 5: [2, 4], 6: [1]}\n```","{1: [2, 6], 2: [1, 3, 5], 3: [2, 4], 4: [3, 5], 5: [2, 4], 6: [1]}","{1: [2, 6], 2: [1, 3, 5], 3: [2, 4], 4: [3, 5], 5: [4, 6, 2], 6: [5, 1]}",False,92.7536231884058,sans-serif,#fee4b3,1.0,None,3,6,512
5,2,2,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-6a4f6150-138a-4bc9-9486-f9641c4ceced.png," ```python\ngraph = {1: [2, 6], 2: [1, 3, 5], 3: [2, 4], 4: [3, 5], 5: [2, 4], 6: [1]}\n```","{1: [2, 6], 2: [1, 3, 5], 3: [2, 4], 4: [3, 5], 5: [2, 4], 6: [1]}","{1: [2, 6], 2: [1, 3, 5], 3: [2, 4], 4: [3, 5], 5: [4, 6, 2], 6: [5, 1]}",False,92.7536231884058,sans-serif,#fee4b3,1.0,None,3,6,512
5,2,2,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-6a4f6150-138a-4bc9-9486-f9641c4ceced.png," ```python\ngraph = {1: [2, 6], 2: [1, 3, 5], 3: [2, 4], 4: [3, 5], 5: [2, 4], 6: [1]}\n```","{1: [2, 6], 2: [1, 3, 5], 3: [2, 4], 4: [3, 5], 5: [2, 4], 6: [1]}","{1: [2, 6], 2: [1, 3, 5], 3: [2, 4], 4: [3, 5], 5: [4, 6, 2], 6: [5, 1]}",False,92.7536231884058,sans-serif,#fee4b3,1.0,None,3,6,512
5,2,2,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-6a4f6150-138a-4bc9-9486-f9641c4ceced.png," [1, 2, 6, 5, 4, 3]","[1, 2, 6, 5, 4, 3]","[1, 2, 3, 4, 5, 6]",False,72.22222222222221,sans-serif,#fee4b3,1.0,None,3,6,512
5,2,2,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-6a4f6150-138a-4bc9-9486-f9641c4ceced.png," [1, 2, 6, 5, 4, 3]","[1, 2, 6, 5, 4, 3]","[1, 2, 3, 4, 5, 6]",False,72.22222222222221,sans-serif,#fee4b3,1.0,None,3,6,512
5,2,2,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-6a4f6150-138a-4bc9-9486-f9641c4ceced.png," [1, 2, 5, 3, 4, 6]","[1, 2, 5, 3, 4, 6]","[1, 2, 3, 4, 5, 6]",False,83.33333333333334,sans-serif,#fee4b3,1.0,None,3,6,512
5,2,2,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-6a4f6150-138a-4bc9-9486-f9641c4ceced.png," [1, 2, 4, 5, 3, 6]","[1, 2, 4, 5, 3, 6]","[1, 2, 6, 3, 5, 4]",False,72.22222222222221,sans-serif,#fee4b3,1.0,None,3,6,512
5,2,2,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-6a4f6150-138a-4bc9-9486-f9641c4ceced.png," [1, 2, 4, 5, 3, 6]","[1, 2, 4, 5, 3, 6]","[1, 2, 6, 3, 5, 4]",False,72.22222222222221,sans-serif,#fee4b3,1.0,None,3,6,512
5,2,2,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-6a4f6150-138a-4bc9-9486-f9641c4ceced.png," [1, 2, 4, 5, 3, 6]","[1, 2, 4, 5, 3, 6]","[1, 2, 6, 3, 5, 4]",False,72.22222222222221,sans-serif,#fee4b3,1.0,None,3,6,512
6,2,3,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-6a4f6150-138a-4bc9-9486-f9641c4ceced.png," ```python\ngraph = {1: [2, 6], 2: [1, 3, 5], 3: [2, 4], 4: [3, 5], 5: [2, 4], 6: [1]}\n```","{1: [2, 6], 2: [1, 3, 5], 3: [2, 4], 4: [3, 5], 5: [2, 4], 6: [1]}","{1: [2, 6], 2: [1, 3, 5], 3: [2, 4], 4: [3, 5], 5: [4, 6, 2], 6: [5, 1]}",False,92.7536231884058,sans-serif,#fee4b3,1.0,None,3,6,512
6,2,3,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-6a4f6150-138a-4bc9-9486-f9641c4ceced.png," ```python\ngraph = {1: [2, 6], 2: [1, 3, 5], 3: [2, 4], 4: [3, 5], 5: [2, 4], 6: [1]}\n```","{1: [2, 6], 2: [1, 3, 5], 3: [2, 4], 4: [3, 5], 5: [2, 4], 6: [1]}","{1: [2, 6], 2: [1, 3, 5], 3: [2, 4], 4: [3, 5], 5: [4, 6, 2], 6: [5, 1]}",False,92.7536231884058,sans-serif,#fee4b3,1.0,None,3,6,512
