run_id,generation_id,variation_id,format_id,attempt_id,structure,task,text_prompt,image_prompt,response,predicted,ground_truth,match,similarity,node_font,node_color,node_shape,edge_width,arrow_style,num_nodes,num_edges,dgl_graph,resolution,task_id,image_id
11,1-0,1,2,2,binary_search_tree,pre_order,'Provide a list[int] of vertices representing the pre-order traversal for the image of the binary search tree.',images/binary_search_tree/bst-gen_1_0-var_1-fmt_2-wid_10-col_ffff00-fnt_sansserif-shp_o-arw_0-res_512-idn_4fa6e30e-5881-4da1-8c0e-9941426c4503.png,"[7, 8, 9]","[7, 8, 9]","[7, 8, 9]",True,100.0,sans-serif,#ffff00,o,1.0,-|>,3,2,"{7: [8], 8: [7, 9], 9: [8]}",512,71f5f464-b2ff-4e93-bf49-f6571f2ffa32,4fa6e30e-5881-4da1-8c0e-9941426c4503
12,1-0,1,2,3,binary_search_tree,pre_order,'Provide a list[int] of vertices representing the pre-order traversal for the image of the binary search tree.',images/binary_search_tree/bst-gen_1_0-var_1-fmt_2-wid_10-col_ffff00-fnt_sansserif-shp_o-arw_0-res_512-idn_4fa6e30e-5881-4da1-8c0e-9941426c4503.png,"[7, 8, 9]","[7, 8, 9]","[7, 8, 9]",True,100.0,sans-serif,#ffff00,o,1.0,-|>,3,2,"{7: [8], 8: [7, 9], 9: [8]}",512,71f5f464-b2ff-4e93-bf49-f6571f2ffa32,4fa6e30e-5881-4da1-8c0e-9941426c4503
13,1-0,1,2,1,binary_search_tree,in_order,'Provide a list[int] of vertices representing the in-order traversal for the image of the binary search tree.',images/binary_search_tree/bst-gen_1_0-var_1-fmt_2-wid_10-col_ffff00-fnt_sansserif-shp_o-arw_0-res_512-idn_4fa6e30e-5881-4da1-8c0e-9941426c4503.png,"[7, 8, 9]","[7, 8, 9]","[7, 8, 9]",True,100.0,sans-serif,#ffff00,o,1.0,-|>,3,2,"{7: [8], 8: [7, 9], 9: [8]}",512,b2910a5c-ca85-4c18-87f3-4548284bbfab,4fa6e30e-5881-4da1-8c0e-9941426c4503
14,1-0,1,2,2,binary_search_tree,in_order,'Provide a list[int] of vertices representing the in-order traversal for the image of the binary search tree.',images/binary_search_tree/bst-gen_1_0-var_1-fmt_2-wid_10-col_ffff00-fnt_sansserif-shp_o-arw_0-res_512-idn_4fa6e30e-5881-4da1-8c0e-9941426c4503.png,"[7, 8, 9]","[7, 8, 9]","[7, 8, 9]",True,100.0,sans-serif,#ffff00,o,1.0,-|>,3,2,"{7: [8], 8: [7, 9], 9: [8]}",512,b2910a5c-ca85-4c18-87f3-4548284bbfab,4fa6e30e-5881-4da1-8c0e-9941426c4503
15,1-0,1,2,3,binary_search_tree,in_order,'Provide a list[int] of vertices representing the in-order traversal for the image of the binary search tree.',images/binary_search_tree/bst-gen_1_0-var_1-fmt_2-wid_10-col_ffff00-fnt_sansserif-shp_o-arw_0-res_512-idn_4fa6e30e-5881-4da1-8c0e-9941426c4503.png,"[7, 8, 9]","[7, 8, 9]","[7, 8, 9]",True,100.0,sans-serif,#ffff00,o,1.0,-|>,3,2,"{7: [8], 8: [7, 9], 9: [8]}",512,b2910a5c-ca85-4c18-87f3-4548284bbfab,4fa6e30e-5881-4da1-8c0e-9941426c4503
16,1-0,1,2,1,binary_search_tree,post_order,'Provide a list[int] of vertices representing the post-order traversal for the image of the binary search tree.',images/binary_search_tree/bst-gen_1_0-var_1-fmt_2-wid_10-col_ffff00-fnt_sansserif-shp_o-arw_0-res_512-idn_4fa6e30e-5881-4da1-8c0e-9941426c4503.png,"[9, 8, 7]","[9, 8, 7]","[9, 8, 7]",True,100.0,sans-serif,#ffff00,o,1.0,-|>,3,2,"{7: [8], 8: [7, 9], 9: [8]}",512,278be4ac-9f29-4999-9ff9-305a961e10d6,4fa6e30e-5881-4da1-8c0e-9941426c4503
17,1-0,1,2,2,binary_search_tree,post_order,'Provide a list[int] of vertices representing the post-order traversal for the image of the binary search tree.',images/binary_search_tree/bst-gen_1_0-var_1-fmt_2-wid_10-col_ffff00-fnt_sansserif-shp_o-arw_0-res_512-idn_4fa6e30e-5881-4da1-8c0e-9941426c4503.png,"[9, 8, 7]","[9, 8, 7]","[9, 8, 7]",True,100.0,sans-serif,#ffff00,o,1.0,-|>,3,2,"{7: [8], 8: [7, 9], 9: [8]}",512,278be4ac-9f29-4999-9ff9-305a961e10d6,4fa6e30e-5881-4da1-8c0e-9941426c4503
18,1-0,1,2,3,binary_search_tree,post_order,'Provide a list[int] of vertices representing the post-order traversal for the image of the binary search tree.',images/binary_search_tree/bst-gen_1_0-var_1-fmt_2-wid_10-col_ffff00-fnt_sansserif-shp_o-arw_0-res_512-idn_4fa6e30e-5881-4da1-8c0e-9941426c4503.png,"[9, 8, 7]","[9, 8, 7]","[9, 8, 7]",True,100.0,sans-serif,#ffff00,o,1.0,-|>,3,2,"{7: [8], 8: [7, 9], 9: [8]}",512,278be4ac-9f29-4999-9ff9-305a961e10d6,4fa6e30e-5881-4da1-8c0e-9941426c4503
19,1-0,1,3,1,binary_search_tree,pre_order,'Provide a list[int] of vertices representing the pre-order traversal for the image of the binary search tree.',images/binary_search_tree/bst-gen_1_0-var_1-fmt_3-wid_50-col_ffffff-fnt_sansserif-shp_o-arw_0-res_512-idn_ad795f7a-9573-4daa-80e2-cecbae436658.png,"[7, 8, 9]","[7, 8, 9]","[7, 8, 9]",True,100.0,sans-serif,#ffffff,o,5.0,-|>,3,2,"{7: [8], 8: [7, 9], 9: [8]}",512,a5ee5ac6-365c-4331-b463-871e968c2e48,ad795f7a-9573-4daa-80e2-cecbae436658
20,1-0,1,3,2,binary_search_tree,pre_order,'Provide a list[int] of vertices representing the pre-order traversal for the image of the binary search tree.',images/binary_search_tree/bst-gen_1_0-var_1-fmt_3-wid_50-col_ffffff-fnt_sansserif-shp_o-arw_0-res_512-idn_ad795f7a-9573-4daa-80e2-cecbae436658.png,"[7, 8, 9]","[7, 8, 9]","[7, 8, 9]",True,100.0,sans-serif,#ffffff,o,5.0,-|>,3,2,"{7: [8], 8: [7, 9], 9: [8]}",512,a5ee5ac6-365c-4331-b463-871e968c2e48,ad795f7a-9573-4daa-80e2-cecbae436658
21,1-0,1,3,3,binary_search_tree,pre_order,'Provide a list[int] of vertices representing the pre-order traversal for the image of the binary search tree.',images/binary_search_tree/bst-gen_1_0-var_1-fmt_3-wid_50-col_ffffff-fnt_sansserif-shp_o-arw_0-res_512-idn_ad795f7a-9573-4daa-80e2-cecbae436658.png,"[7, 8, 9]","[7, 8, 9]","[7, 8, 9]",True,100.0,sans-serif,#ffffff,o,5.0,-|>,3,2,"{7: [8], 8: [7, 9], 9: [8]}",512,a5ee5ac6-365c-4331-b463-871e968c2e48,ad795f7a-9573-4daa-80e2-cecbae436658
22,1-0,1,3,1,binary_search_tree,in_order,'Provide a list[int] of vertices representing the in-order traversal for the image of the binary search tree.',images/binary_search_tree/bst-gen_1_0-var_1-fmt_3-wid_50-col_ffffff-fnt_sansserif-shp_o-arw_0-res_512-idn_ad795f7a-9573-4daa-80e2-cecbae436658.png,"[7, 8, 9]","[7, 8, 9]","[7, 8, 9]",True,100.0,sans-serif,#ffffff,o,5.0,-|>,3,2,"{7: [8], 8: [7, 9], 9: [8]}",512,169f95b9-44eb-4c06-9922-75007661270d,ad795f7a-9573-4daa-80e2-cecbae436658
23,1-0,1,3,2,binary_search_tree,in_order,'Provide a list[int] of vertices representing the in-order traversal for the image of the binary search tree.',images/binary_search_tree/bst-gen_1_0-var_1-fmt_3-wid_50-col_ffffff-fnt_sansserif-shp_o-arw_0-res_512-idn_ad795f7a-9573-4daa-80e2-cecbae436658.png,"[7, 8, 9]","[7, 8, 9]","[7, 8, 9]",True,100.0,sans-serif,#ffffff,o,5.0,-|>,3,2,"{7: [8], 8: [7, 9], 9: [8]}",512,169f95b9-44eb-4c06-9922-75007661270d,ad795f7a-9573-4daa-80e2-cecbae436658
24,1-0,1,3,3,binary_search_tree,in_order,'Provide a list[int] of vertices representing the in-order traversal for the image of the binary search tree.',images/binary_search_tree/bst-gen_1_0-var_1-fmt_3-wid_50-col_ffffff-fnt_sansserif-shp_o-arw_0-res_512-idn_ad795f7a-9573-4daa-80e2-cecbae436658.png,"[7, 8, 9]","[7, 8, 9]","[7, 8, 9]",True,100.0,sans-serif,#ffffff,o,5.0,-|>,3,2,"{7: [8], 8: [7, 9], 9: [8]}",512,169f95b9-44eb-4c06-9922-75007661270d,ad795f7a-9573-4daa-80e2-cecbae436658
25,1-0,1,3,1,binary_search_tree,post_order,'Provide a list[int] of vertices representing the post-order traversal for the image of the binary search tree.',images/binary_search_tree/bst-gen_1_0-var_1-fmt_3-wid_50-col_ffffff-fnt_sansserif-shp_o-arw_0-res_512-idn_ad795f7a-9573-4daa-80e2-cecbae436658.png,"[9, 8, 7]","[9, 8, 7]","[9, 8, 7]",True,100.0,sans-serif,#ffffff,o,5.0,-|>,3,2,"{7: [8], 8: [7, 9], 9: [8]}",512,021c0b1a-645a-4df5-a072-15f2269cebc2,ad795f7a-9573-4daa-80e2-cecbae436658
26,1-0,1,3,2,binary_search_tree,post_order,'Provide a list[int] of vertices representing the post-order traversal for the image of the binary search tree.',images/binary_search_tree/bst-gen_1_0-var_1-fmt_3-wid_50-col_ffffff-fnt_sansserif-shp_o-arw_0-res_512-idn_ad795f7a-9573-4daa-80e2-cecbae436658.png,"[9, 8, 7]","[9, 8, 7]","[9, 8, 7]",True,100.0,sans-serif,#ffffff,o,5.0,-|>,3,2,"{7: [8], 8: [7, 9], 9: [8]}",512,021c0b1a-645a-4df5-a072-15f2269cebc2,ad795f7a-9573-4daa-80e2-cecbae436658
27,1-0,1,3,3,binary_search_tree,post_order,'Provide a list[int] of vertices representing the post-order traversal for the image of the binary search tree.',images/binary_search_tree/bst-gen_1_0-var_1-fmt_3-wid_50-col_ffffff-fnt_sansserif-shp_o-arw_0-res_512-idn_ad795f7a-9573-4daa-80e2-cecbae436658.png,"[9, 8, 7]","[9, 8, 7]","[9, 8, 7]",True,100.0,sans-serif,#ffffff,o,5.0,-|>,3,2,"{7: [8], 8: [7, 9], 9: [8]}",512,021c0b1a-645a-4df5-a072-15f2269cebc2,ad795f7a-9573-4daa-80e2-cecbae436658
28,1-0,1,4,1,binary_search_tree,pre_order,'Provide a list[int] of vertices representing the pre-order traversal for the image of the binary search tree.',images/binary_search_tree/bst-gen_1_0-var_1-fmt_4-wid_50-col_ffff00-fnt_sansserif-shp_o-arw_0-res_512-idn_eb5a578c-9eeb-4d55-8504-ffeb329d43f2.png,"[7, 8, 9]","[7, 8, 9]","[7, 8, 9]",True,100.0,sans-serif,#ffff00,o,5.0,-|>,3,2,"{7: [8], 8: [7, 9], 9: [8]}",512,2310e4db-0a44-4908-a3e9-0ae22a2d3396,eb5a578c-9eeb-4d55-8504-ffeb329d43f2
29,1-0,1,4,2,binary_search_tree,pre_order,'Provide a list[int] of vertices representing the pre-order traversal for the image of the binary search tree.',images/binary_search_tree/bst-gen_1_0-var_1-fmt_4-wid_50-col_ffff00-fnt_sansserif-shp_o-arw_0-res_512-idn_eb5a578c-9eeb-4d55-8504-ffeb329d43f2.png,"[7, 8, 9]","[7, 8, 9]","[7, 8, 9]",True,100.0,sans-serif,#ffff00,o,5.0,-|>,3,2,"{7: [8], 8: [7, 9], 9: [8]}",512,2310e4db-0a44-4908-a3e9-0ae22a2d3396,eb5a578c-9eeb-4d55-8504-ffeb329d43f2
30,1-0,1,4,3,binary_search_tree,pre_order,'Provide a list[int] of vertices representing the pre-order traversal for the image of the binary search tree.',images/binary_search_tree/bst-gen_1_0-var_1-fmt_4-wid_50-col_ffff00-fnt_sansserif-shp_o-arw_0-res_512-idn_eb5a578c-9eeb-4d55-8504-ffeb329d43f2.png,"[7, 8, 9]","[7, 8, 9]","[7, 8, 9]",True,100.0,sans-serif,#ffff00,o,5.0,-|>,3,2,"{7: [8], 8: [7, 9], 9: [8]}",512,2310e4db-0a44-4908-a3e9-0ae22a2d3396,eb5a578c-9eeb-4d55-8504-ffeb329d43f2
31,1-0,1,4,1,binary_search_tree,in_order,'Provide a list[int] of vertices representing the in-order traversal for the image of the binary search tree.',images/binary_search_tree/bst-gen_1_0-var_1-fmt_4-wid_50-col_ffff00-fnt_sansserif-shp_o-arw_0-res_512-idn_eb5a578c-9eeb-4d55-8504-ffeb329d43f2.png,"The in-order traversal of the binary search tree represented in the image is: [7, 8, 9]. ","[7, 8, 9]","[7, 8, 9]",True,100.0,sans-serif,#ffff00,o,5.0,-|>,3,2,"{7: [8], 8: [7, 9], 9: [8]}",512,4d5d45b3-178e-48b5-afbd-16c468725f17,eb5a578c-9eeb-4d55-8504-ffeb329d43f2
32,1-0,1,4,2,binary_search_tree,in_order,'Provide a list[int] of vertices representing the in-order traversal for the image of the binary search tree.',images/binary_search_tree/bst-gen_1_0-var_1-fmt_4-wid_50-col_ffff00-fnt_sansserif-shp_o-arw_0-res_512-idn_eb5a578c-9eeb-4d55-8504-ffeb329d43f2.png,"[7, 8, 9]","[7, 8, 9]","[7, 8, 9]",True,100.0,sans-serif,#ffff00,o,5.0,-|>,3,2,"{7: [8], 8: [7, 9], 9: [8]}",512,4d5d45b3-178e-48b5-afbd-16c468725f17,eb5a578c-9eeb-4d55-8504-ffeb329d43f2
33,1-0,1,4,3,binary_search_tree,in_order,'Provide a list[int] of vertices representing the in-order traversal for the image of the binary search tree.',images/binary_search_tree/bst-gen_1_0-var_1-fmt_4-wid_50-col_ffff00-fnt_sansserif-shp_o-arw_0-res_512-idn_eb5a578c-9eeb-4d55-8504-ffeb329d43f2.png,"[7, 8, 9]","[7, 8, 9]","[7, 8, 9]",True,100.0,sans-serif,#ffff00,o,5.0,-|>,3,2,"{7: [8], 8: [7, 9], 9: [8]}",512,4d5d45b3-178e-48b5-afbd-16c468725f17,eb5a578c-9eeb-4d55-8504-ffeb329d43f2
34,1-0,1,4,1,binary_search_tree,post_order,'Provide a list[int] of vertices representing the post-order traversal for the image of the binary search tree.',images/binary_search_tree/bst-gen_1_0-var_1-fmt_4-wid_50-col_ffff00-fnt_sansserif-shp_o-arw_0-res_512-idn_eb5a578c-9eeb-4d55-8504-ffeb329d43f2.png,"[9, 8, 7]","[9, 8, 7]","[9, 8, 7]",True,100.0,sans-serif,#ffff00,o,5.0,-|>,3,2,"{7: [8], 8: [7, 9], 9: [8]}",512,0bf1210e-37af-4d81-91fb-647d2cfb24a9,eb5a578c-9eeb-4d55-8504-ffeb329d43f2
35,1-0,1,4,2,binary_search_tree,post_order,'Provide a list[int] of vertices representing the post-order traversal for the image of the binary search tree.',images/binary_search_tree/bst-gen_1_0-var_1-fmt_4-wid_50-col_ffff00-fnt_sansserif-shp_o-arw_0-res_512-idn_eb5a578c-9eeb-4d55-8504-ffeb329d43f2.png,"[9, 8, 7]","[9, 8, 7]","[9, 8, 7]",True,100.0,sans-serif,#ffff00,o,5.0,-|>,3,2,"{7: [8], 8: [7, 9], 9: [8]}",512,0bf1210e-37af-4d81-91fb-647d2cfb24a9,eb5a578c-9eeb-4d55-8504-ffeb329d43f2
36,1-0,1,4,3,binary_search_tree,post_order,'Provide a list[int] of vertices representing the post-order traversal for the image of the binary search tree.',images/binary_search_tree/bst-gen_1_0-var_1-fmt_4-wid_50-col_ffff00-fnt_sansserif-shp_o-arw_0-res_512-idn_eb5a578c-9eeb-4d55-8504-ffeb329d43f2.png,"[9, 8, 7]","[9, 8, 7]","[9, 8, 7]",True,100.0,sans-serif,#ffff00,o,5.0,-|>,3,2,"{7: [8], 8: [7, 9], 9: [8]}",512,0bf1210e-37af-4d81-91fb-647d2cfb24a9,eb5a578c-9eeb-4d55-8504-ffeb329d43f2
37,1-0,2,1,1,binary_search_tree,pre_order,'Provide a list[int] of vertices representing the pre-order traversal for the image of the binary search tree.',images/binary_search_tree/bst-gen_1_0-var_2-fmt_1-wid_10-col_ffffff-fnt_sansserif-shp_o-arw_0-res_512-idn_1c9e7c4f-9839-4ad9-bbb3-58b1cd0ccbc3.png,"[2, 8, 9]","[2, 8, 9]","[2, 8, 9]",True,100.0,sans-serif,#ffffff,o,1.0,-|>,3,2,"{2: [8], 8: [2, 9], 9: [8]}",512,3b32ca32-d942-4817-9024-9bb1af7e8b9d,1c9e7c4f-9839-4ad9-bbb3-58b1cd0ccbc3
38,1-0,2,1,2,binary_search_tree,pre_order,'Provide a list[int] of vertices representing the pre-order traversal for the image of the binary search tree.',images/binary_search_tree/bst-gen_1_0-var_2-fmt_1-wid_10-col_ffffff-fnt_sansserif-shp_o-arw_0-res_512-idn_1c9e7c4f-9839-4ad9-bbb3-58b1cd0ccbc3.png,"[2, 8, 9]","[2, 8, 9]","[2, 8, 9]",True,100.0,sans-serif,#ffffff,o,1.0,-|>,3,2,"{2: [8], 8: [2, 9], 9: [8]}",512,3b32ca32-d942-4817-9024-9bb1af7e8b9d,1c9e7c4f-9839-4ad9-bbb3-58b1cd0ccbc3
39,1-0,2,1,3,binary_search_tree,pre_order,'Provide a list[int] of vertices representing the pre-order traversal for the image of the binary search tree.',images/binary_search_tree/bst-gen_1_0-var_2-fmt_1-wid_10-col_ffffff-fnt_sansserif-shp_o-arw_0-res_512-idn_1c9e7c4f-9839-4ad9-bbb3-58b1cd0ccbc3.png,"[2, 8, 9]","[2, 8, 9]","[2, 8, 9]",True,100.0,sans-serif,#ffffff,o,1.0,-|>,3,2,"{2: [8], 8: [2, 9], 9: [8]}",512,3b32ca32-d942-4817-9024-9bb1af7e8b9d,1c9e7c4f-9839-4ad9-bbb3-58b1cd0ccbc3
40,1-0,2,1,1,binary_search_tree,in_order,'Provide a list[int] of vertices representing the in-order traversal for the image of the binary search tree.',images/binary_search_tree/bst-gen_1_0-var_2-fmt_1-wid_10-col_ffffff-fnt_sansserif-shp_o-arw_0-res_512-idn_1c9e7c4f-9839-4ad9-bbb3-58b1cd0ccbc3.png,"[2, 8, 9]","[2, 8, 9]","[2, 8, 9]",True,100.0,sans-serif,#ffffff,o,1.0,-|>,3,2,"{2: [8], 8: [2, 9], 9: [8]}",512,cb246a89-93d3-4b86-be28-2f69a9be5d20,1c9e7c4f-9839-4ad9-bbb3-58b1cd0ccbc3
41,1-0,2,1,2,binary_search_tree,in_order,'Provide a list[int] of vertices representing the in-order traversal for the image of the binary search tree.',images/binary_search_tree/bst-gen_1_0-var_2-fmt_1-wid_10-col_ffffff-fnt_sansserif-shp_o-arw_0-res_512-idn_1c9e7c4f-9839-4ad9-bbb3-58b1cd0ccbc3.png,"[2, 8, 9]","[2, 8, 9]","[2, 8, 9]",True,100.0,sans-serif,#ffffff,o,1.0,-|>,3,2,"{2: [8], 8: [2, 9], 9: [8]}",512,cb246a89-93d3-4b86-be28-2f69a9be5d20,1c9e7c4f-9839-4ad9-bbb3-58b1cd0ccbc3
42,1-0,2,1,3,binary_search_tree,in_order,'Provide a list[int] of vertices representing the in-order traversal for the image of the binary search tree.',images/binary_search_tree/bst-gen_1_0-var_2-fmt_1-wid_10-col_ffffff-fnt_sansserif-shp_o-arw_0-res_512-idn_1c9e7c4f-9839-4ad9-bbb3-58b1cd0ccbc3.png,"[2, 8, 9]","[2, 8, 9]","[2, 8, 9]",True,100.0,sans-serif,#ffffff,o,1.0,-|>,3,2,"{2: [8], 8: [2, 9], 9: [8]}",512,cb246a89-93d3-4b86-be28-2f69a9be5d20,1c9e7c4f-9839-4ad9-bbb3-58b1cd0ccbc3
43,1-0,2,1,1,binary_search_tree,post_order,'Provide a list[int] of vertices representing the post-order traversal for the image of the binary search tree.',images/binary_search_tree/bst-gen_1_0-var_2-fmt_1-wid_10-col_ffffff-fnt_sansserif-shp_o-arw_0-res_512-idn_1c9e7c4f-9839-4ad9-bbb3-58b1cd0ccbc3.png,"[9, 8, 2]","[9, 8, 2]","[9, 8, 2]",True,100.0,sans-serif,#ffffff,o,1.0,-|>,3,2,"{2: [8], 8: [2, 9], 9: [8]}",512,5864ec9e-604c-4099-a91d-4264c9fa0246,1c9e7c4f-9839-4ad9-bbb3-58b1cd0ccbc3
44,1-0,2,1,2,binary_search_tree,post_order,'Provide a list[int] of vertices representing the post-order traversal for the image of the binary search tree.',images/binary_search_tree/bst-gen_1_0-var_2-fmt_1-wid_10-col_ffffff-fnt_sansserif-shp_o-arw_0-res_512-idn_1c9e7c4f-9839-4ad9-bbb3-58b1cd0ccbc3.png,"[9, 8, 2]","[9, 8, 2]","[9, 8, 2]",True,100.0,sans-serif,#ffffff,o,1.0,-|>,3,2,"{2: [8], 8: [2, 9], 9: [8]}",512,5864ec9e-604c-4099-a91d-4264c9fa0246,1c9e7c4f-9839-4ad9-bbb3-58b1cd0ccbc3
45,1-0,2,1,3,binary_search_tree,post_order,'Provide a list[int] of vertices representing the post-order traversal for the image of the binary search tree.',images/binary_search_tree/bst-gen_1_0-var_2-fmt_1-wid_10-col_ffffff-fnt_sansserif-shp_o-arw_0-res_512-idn_1c9e7c4f-9839-4ad9-bbb3-58b1cd0ccbc3.png,"[9, 8, 2]","[9, 8, 2]","[9, 8, 2]",True,100.0,sans-serif,#ffffff,o,1.0,-|>,3,2,"{2: [8], 8: [2, 9], 9: [8]}",512,5864ec9e-604c-4099-a91d-4264c9fa0246,1c9e7c4f-9839-4ad9-bbb3-58b1cd0ccbc3
