run,n_generation,n_variation,n_format,structure,text_task,text_prompt,image_prompt,model_response,extracted_response,expected_response,match,node_font,node_color,edge_width,task_id,attempt,num_nodes,resolution
5,2,1,1,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the in-order traversal of the binary tree.',images/binary_tree/bit_run-12_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-2048_idn-f3649483-3e5c-4d8d-b89d-7a94c93567d6.png," [83, 15, 69, 9, 12, 84]","'83, 15, 69, 9, 12, 84'","[83, 15, 69, 9, 12, 84]",True,sans-serif,#fee4b3,1.0,6f90f479-b5df-4fbb-9535-7fe4ccd3afd0,1,6,256
5,2,1,1,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the in-order traversal of the binary tree.',images/binary_tree/bit_run-12_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-2048_idn-f3649483-3e5c-4d8d-b89d-7a94c93567d6.png," `[84, 69, 83, 15, 12, 9]`","'84, 69, 83, 15, 12, 9'","[84, 69, 83, 15, 12, 9]",True,sans-serif,#fee4b3,1.0,a73546de-a4a2-45ea-8996-e20b5c3c30aa,1,6,256
5,2,1,1,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the in-order traversal of the binary tree.',images/binary_tree/bit_run-12_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-2048_idn-f3649483-3e5c-4d8d-b89d-7a94c93567d6.png," `[83, 69, 15, 84, 9, 12]`","'83, 69, 15, 84, 9, 12'","[83, 69, 15, 84, 9, 12]",True,sans-serif,#fee4b3,1.0,587be361-9a28-41b5-ab00-27364a20be3a,1,6,256
6,2,1,1,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the in-order traversal of the binary tree.',images/binary_tree/bit_run-12_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-2048_idn-f3649483-3e5c-4d8d-b89d-7a94c93567d6.png," [83, 15, 69, 9, 12, 84]","'83, 15, 69, 9, 12, 84'","[83, 15, 69, 9, 12, 84]",True,sans-serif,#fee4b3,1.0,3b3b3d97-3bbd-46ed-9596-6ee2912b373b,1,6,512
6,2,1,1,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the in-order traversal of the binary tree.',images/binary_tree/bit_run-12_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-2048_idn-f3649483-3e5c-4d8d-b89d-7a94c93567d6.png," [84, 69, 83, 15, 12, 9]","'84, 69, 83, 15, 12, 9'","[84, 69, 83, 15, 12, 9]",True,sans-serif,#fee4b3,1.0,fa50543b-ffe6-4ce9-814a-33e9dc597dc6,1,6,512
6,2,1,1,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the in-order traversal of the binary tree.',images/binary_tree/bit_run-12_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-2048_idn-f3649483-3e5c-4d8d-b89d-7a94c93567d6.png," [83, 69, 15, 84, 9, 12]","'83, 69, 15, 84, 9, 12'","[83, 69, 15, 84, 9, 12]",True,sans-serif,#fee4b3,1.0,39e7ba47-805d-4180-bdab-ea508c451681,1,6,512
7,2,1,1,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the in-order traversal of the binary tree.',images/binary_tree/bit_run-12_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-2048_idn-f3649483-3e5c-4d8d-b89d-7a94c93567d6.png," [83, 15, 69, 9, 12, 84]","'83, 15, 69, 9, 12, 84'","[83, 15, 69, 9, 12, 84]",True,sans-serif,#fee4b3,1.0,dc4326da-e96a-479c-ae65-efc345b99a3a,1,6,1024
7,2,1,1,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the in-order traversal of the binary tree.',images/binary_tree/bit_run-12_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-2048_idn-f3649483-3e5c-4d8d-b89d-7a94c93567d6.png," [84, 69, 83, 15, 12, 9]","'84, 69, 83, 15, 12, 9'","[84, 69, 83, 15, 12, 9]",True,sans-serif,#fee4b3,1.0,68e8e46e-aaa9-4106-ae78-73deac58886a,1,6,1024
7,2,1,1,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the in-order traversal of the binary tree.',images/binary_tree/bit_run-12_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-2048_idn-f3649483-3e5c-4d8d-b89d-7a94c93567d6.png," [83, 69, 15, 84, 9, 12]","'83, 69, 15, 84, 9, 12'","[83, 69, 15, 84, 9, 12]",True,sans-serif,#fee4b3,1.0,eb92ccbb-db3d-4b43-9c47-8f7df8ad3d26,1,6,1024
8,2,1,1,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the in-order traversal of the binary tree.',images/binary_tree/bit_run-12_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-2048_idn-f3649483-3e5c-4d8d-b89d-7a94c93567d6.png," [83, 15, 69, 9, 12, 84]","'83, 15, 69, 9, 12, 84'","[83, 15, 69, 9, 12, 84]",True,sans-serif,#fee4b3,1.0,62694b31-184d-4cfd-96ee-b53076ddc2ce,1,6,2048
8,2,1,1,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the in-order traversal of the binary tree.',images/binary_tree/bit_run-12_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-2048_idn-f3649483-3e5c-4d8d-b89d-7a94c93567d6.png," [84, 69, 83, 15, 12, 9]","'84, 69, 83, 15, 12, 9'","[84, 69, 83, 15, 12, 9]",True,sans-serif,#fee4b3,1.0,cef90139-1b9d-4953-ae7b-c8e680830dfc,1,6,2048
8,2,1,1,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the in-order traversal of the binary tree.',images/binary_tree/bit_run-12_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-2048_idn-f3649483-3e5c-4d8d-b89d-7a94c93567d6.png," [83, 69, 15, 84, 9, 12]","'83, 69, 15, 84, 9, 12'","[83, 69, 15, 84, 9, 12]",True,sans-serif,#fee4b3,1.0,49b4aaa8-a7c4-460e-9594-c3d538b3f32b,1,6,2048
9,3,1,1,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the in-order traversal of the binary tree.',images/binary_tree/bit_run-12_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-2048_idn-f3649483-3e5c-4d8d-b89d-7a94c93567d6.png," `[44, 68, 79, 73, 28, 92, 55, 57, 62]`","'44, 68, 79, 73, 28, 92, 55, 57, 62'","[44, 68, 79, 73, 28, 92, 55, 57, 62]",True,sans-serif,#fee4b3,1.0,05b14f84-4a8b-43b1-afb7-6aded1c9c72e,1,9,256
9,3,1,1,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the in-order traversal of the binary tree.',images/binary_tree/bit_run-12_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-2048_idn-f3649483-3e5c-4d8d-b89d-7a94c93567d6.png," `[62, 28, 79, 44, 68, 73, 57, 92, 55]`","'62, 28, 79, 44, 68, 73, 57, 92, 55'","[62, 28, 79, 44, 68, 73, 57, 92, 55]",True,sans-serif,#fee4b3,1.0,08f30f77-5e3a-48ff-99a2-4881abf7c8ee,1,9,256
9,3,1,1,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the in-order traversal of the binary tree.',images/binary_tree/bit_run-12_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-2048_idn-f3649483-3e5c-4d8d-b89d-7a94c93567d6.png," [79, 44, 68, 28, 73, 62, 92, 57, 55]","'79, 44, 68, 28, 73, 62, 92, 57, 55'","[44, 79, 68, 28, 73, 62, 92, 57, 55]",False,sans-serif,#fee4b3,1.0,61c042c5-08cb-444a-8324-9b65f3e19ae6,1,9,256
10,3,1,1,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the in-order traversal of the binary tree.',images/binary_tree/bit_run-12_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-2048_idn-f3649483-3e5c-4d8d-b89d-7a94c93567d6.png," [44, 68, 79, 73, 28, 92, 55, 57, 62]","'44, 68, 79, 73, 28, 92, 55, 57, 62'","[44, 68, 79, 73, 28, 92, 55, 57, 62]",True,sans-serif,#fee4b3,1.0,7d2b91b5-6aa8-429e-93d8-18a268460560,1,9,512
10,3,1,1,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the in-order traversal of the binary tree.',images/binary_tree/bit_run-12_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-2048_idn-f3649483-3e5c-4d8d-b89d-7a94c93567d6.png," [62, 28, 79, 44, 68, 73, 57, 92, 55]","'62, 28, 79, 44, 68, 73, 57, 92, 55'","[62, 28, 79, 44, 68, 73, 57, 92, 55]",True,sans-serif,#fee4b3,1.0,b70276d0-a751-4623-843a-a40e64bfe259,1,9,512
10,3,1,1,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the in-order traversal of the binary tree.',images/binary_tree/bit_run-12_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-2048_idn-f3649483-3e5c-4d8d-b89d-7a94c93567d6.png," [79, 44, 68, 28, 73, 62, 92, 57, 55]","'79, 44, 68, 28, 73, 62, 92, 57, 55'","[44, 79, 68, 28, 73, 62, 92, 57, 55]",False,sans-serif,#fee4b3,1.0,061177d3-1ad4-4f1b-9ab6-bc83016b876b,1,9,512
11,3,1,1,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the in-order traversal of the binary tree.',images/binary_tree/bit_run-12_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-2048_idn-f3649483-3e5c-4d8d-b89d-7a94c93567d6.png," [44, 68, 79, 73, 28, 92, 55, 57, 62]","'44, 68, 79, 73, 28, 92, 55, 57, 62'","[44, 68, 79, 73, 28, 92, 55, 57, 62]",True,sans-serif,#fee4b3,1.0,cb61bb71-b421-4237-8096-49481f32957b,1,9,1024
11,3,1,1,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the in-order traversal of the binary tree.',images/binary_tree/bit_run-12_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-2048_idn-f3649483-3e5c-4d8d-b89d-7a94c93567d6.png," [62, 28, 79, 44, 68, 73, 57, 92, 55]","'62, 28, 79, 44, 68, 73, 57, 92, 55'","[62, 28, 79, 44, 68, 73, 57, 92, 55]",True,sans-serif,#fee4b3,1.0,54643664-8693-42a6-89ab-afec5d3d0b44,1,9,1024
11,3,1,1,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the in-order traversal of the binary tree.',images/binary_tree/bit_run-12_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-2048_idn-f3649483-3e5c-4d8d-b89d-7a94c93567d6.png," [44, 79, 68, 28, 73, 62, 92, 57, 55]","'44, 79, 68, 28, 73, 62, 92, 57, 55'","[44, 79, 68, 28, 73, 62, 92, 57, 55]",True,sans-serif,#fee4b3,1.0,f9d71b13-3b29-481b-b869-d5b3a4e2e5e6,1,9,1024
12,3,1,1,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the in-order traversal of the binary tree.',images/binary_tree/bit_run-12_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-2048_idn-f3649483-3e5c-4d8d-b89d-7a94c93567d6.png," [44, 68, 79, 73, 28, 92, 55, 57, 62]","'44, 68, 79, 73, 28, 92, 55, 57, 62'","[44, 68, 79, 73, 28, 92, 55, 57, 62]",True,sans-serif,#fee4b3,1.0,460dadc9-2136-4d36-8dad-b164412402f9,1,9,2048
12,3,1,1,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the in-order traversal of the binary tree.',images/binary_tree/bit_run-12_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-2048_idn-f3649483-3e5c-4d8d-b89d-7a94c93567d6.png," [62, 28, 79, 44, 68, 73, 57, 92, 55]","'62, 28, 79, 44, 68, 73, 57, 92, 55'","[62, 28, 79, 44, 68, 73, 57, 92, 55]",True,sans-serif,#fee4b3,1.0,2615c152-775c-49c1-89ce-ea112e92653c,1,9,2048
12,3,1,1,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the in-order traversal of the binary tree.',images/binary_tree/bit_run-12_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-2048_idn-f3649483-3e5c-4d8d-b89d-7a94c93567d6.png," [79, 44, 68, 28, 73, 62, 92, 57, 55]","'79, 44, 68, 28, 73, 62, 92, 57, 55'","[44, 79, 68, 28, 73, 62, 92, 57, 55]",False,sans-serif,#fee4b3,1.0,89b03457-3779-4b21-bd18-34520f112dc3,1,9,2048
1,1,1,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,'Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-12_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-2048_idn-c2e82b54-9d50-46ae-9cb1-c27c4bcc1f65.png," ```python\n{1: [2, 3], 2: [1, 3], 3: [1, 2]}\n```","'1: [2, 3], 2: [1, 3], 3: [1, 2]'","{1: [2, 3], 2: [1, 3], 3: [2, 1]}",False,sans-serif,#fee4b3,1.0,444be3fd-335e-46d0-9b21-98943daee5e2,1,3,256
1,1,1,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-12_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-2048_idn-c2e82b54-9d50-46ae-9cb1-c27c4bcc1f65.png," [1, 2, 3]","'1, 2, 3'","[1, 2, 3]",True,sans-serif,#fee4b3,1.0,e511fc48-e799-453c-98e7-f231cc220f05,1,3,256
1,1,1,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-12_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-2048_idn-c2e82b54-9d50-46ae-9cb1-c27c4bcc1f65.png," [1, 2, 3]","'1, 2, 3'","[1, 2, 3]",True,sans-serif,#fee4b3,1.0,eebad551-7af9-41ea-b018-892fff06b579,1,3,256
2,1,1,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,'Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-12_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-2048_idn-c2e82b54-9d50-46ae-9cb1-c27c4bcc1f65.png," ```python\ngraph = {1: [2, 3], 2: [1, 3], 3: [1, 2]}\n```","'1: [2, 3], 2: [1, 3], 3: [1, 2]'","{1: [2, 3], 2: [1, 3], 3: [2, 1]}",False,sans-serif,#fee4b3,1.0,2e339b79-8f93-4409-a993-4e5e6239f362,1,3,512
2,1,1,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-12_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-2048_idn-c2e82b54-9d50-46ae-9cb1-c27c4bcc1f65.png," `[1, 2, 3]`","'1, 2, 3'","[1, 2, 3]",True,sans-serif,#fee4b3,1.0,48d422dd-d0bb-4974-bd82-5b31b8a57f5e,1,3,512
2,1,1,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-12_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-2048_idn-c2e82b54-9d50-46ae-9cb1-c27c4bcc1f65.png," [1, 2, 3]","'1, 2, 3'","[1, 2, 3]",True,sans-serif,#fee4b3,1.0,27129093-7d4e-4cd7-8f95-042d0fc24603,1,3,512
3,1,1,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,'Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-12_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-2048_idn-c2e82b54-9d50-46ae-9cb1-c27c4bcc1f65.png," ```python\ngraph = {1: [2, 3], 2: [1, 3], 3: [1, 2]}\n```","'1: [2, 3], 2: [1, 3], 3: [1, 2]'","{1: [2, 3], 2: [1, 3], 3: [2, 1]}",False,sans-serif,#fee4b3,1.0,dedce9e0-dd06-46a2-b513-4049b44b1664,1,3,1024
3,1,1,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-12_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-2048_idn-c2e82b54-9d50-46ae-9cb1-c27c4bcc1f65.png," `[1, 2, 3]`","'1, 2, 3'","[1, 2, 3]",True,sans-serif,#fee4b3,1.0,753fc190-6c6e-4e2e-ba53-b6adba10868d,1,3,1024
3,1,1,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-12_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-2048_idn-c2e82b54-9d50-46ae-9cb1-c27c4bcc1f65.png," `[1, 2, 3]`","'1, 2, 3'","[1, 2, 3]",True,sans-serif,#fee4b3,1.0,6f8fa6ad-7da3-4744-8d4b-776461beb9f9,1,3,1024
4,1,1,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,'Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-12_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-2048_idn-c2e82b54-9d50-46ae-9cb1-c27c4bcc1f65.png," ```python\ngraph = {1: [2, 3], 2: [1, 3], 3: [1, 2]}\n```","'1: [2, 3], 2: [1, 3], 3: [1, 2]'","{1: [2, 3], 2: [1, 3], 3: [2, 1]}",False,sans-serif,#fee4b3,1.0,dec62d82-bfc9-4885-88d7-417d778a9eb3,1,3,2048
4,1,1,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-12_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-2048_idn-c2e82b54-9d50-46ae-9cb1-c27c4bcc1f65.png," `[1, 2, 3]`","'1, 2, 3'","[1, 2, 3]",True,sans-serif,#fee4b3,1.0,113c0f50-514c-40bf-ad4b-14b64afa6c47,1,3,2048
4,1,1,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-12_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-2048_idn-c2e82b54-9d50-46ae-9cb1-c27c4bcc1f65.png," ```python\n[1, 2, 3]\n```","'1, 2, 3'","[1, 2, 3]",True,sans-serif,#fee4b3,1.0,2dcc0d7b-961c-4349-a1f6-f8aca742708a,1,3,2048
5,2,1,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,'Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-12_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-2048_idn-c2e82b54-9d50-46ae-9cb1-c27c4bcc1f65.png," ```python\ngraph = {1: [2, 3], 2: [1, 3, 4], 3: [1, 2, 4, 5], 4: [2, 3, 5], 5: [3, 4, 6], 6: [5]}\n```","'1: [2, 3], 2: [1, 3, 4], 3: [1, 2, 4, 5], 4: [2, 3, 5], 5: [3, 4, 6], 6: [5]'","{1: [2, 3], 2: [1, 3, 5, 4], 3: [2, 4, 1], 4: [3, 5, 2], 5: [4, 6, 2], 6: [5]}",False,sans-serif,#fee4b3,1.0,1ee2ae78-d6e3-4f88-8216-574a6d623707,1,6,256
