run,n_generation,n_variation,n_format,structure,text_task,text_prompt,image_prompt,model_response,extracted_response,expected_response,match,similarity,node_font,node_color,edge_width,task_id,attempt,num_nodes,resolution
2,1,2,1,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [90, 83, 56]","[90, 83, 56]","[90, 83, 56]",True,100.0,sans-serif,#fee4b3,1.0,None,3,3,512
2,1,2,1,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [90, 83, 56]","[90, 83, 56]","[90, 83, 56]",True,100.0,sans-serif,#fee4b3,1.0,None,3,3,512
2,1,2,1,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," `[56, 90, 83]`","[56, 90, 83]","[56, 90, 83]",True,100.0,sans-serif,#fee4b3,1.0,None,3,3,512
2,1,2,1,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," `[56, 90, 83]`","[56, 90, 83]","[56, 90, 83]",True,100.0,sans-serif,#fee4b3,1.0,None,3,3,512
2,1,2,1,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," `[56, 90, 83]`","[56, 90, 83]","[56, 90, 83]",True,100.0,sans-serif,#fee4b3,1.0,None,3,3,512
2,1,2,1,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [90, 56, 83]","[90, 56, 83]","[90, 56, 83]",True,100.0,sans-serif,#fee4b3,1.0,None,3,3,512
2,1,2,1,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [90, 56, 83]","[90, 56, 83]","[90, 56, 83]",True,100.0,sans-serif,#fee4b3,1.0,None,3,3,512
2,1,2,1,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [90, 56, 83]","[90, 56, 83]","[90, 56, 83]",True,100.0,sans-serif,#fee4b3,1.0,None,3,3,512
3,1,3,1,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [44, 96, 46]","[44, 96, 46]","[44, 96, 46]",True,100.0,sans-serif,#fee4b3,1.0,None,3,3,512
3,1,3,1,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [44, 96, 46]","[44, 96, 46]","[44, 96, 46]",True,100.0,sans-serif,#fee4b3,1.0,None,3,3,512
3,1,3,1,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [44, 96, 46]","[44, 96, 46]","[44, 96, 46]",True,100.0,sans-serif,#fee4b3,1.0,None,3,3,512
3,1,3,1,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [46, 44, 96]","[46, 44, 96]","[46, 44, 96]",True,100.0,sans-serif,#fee4b3,1.0,None,3,3,512
3,1,3,1,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [46, 44, 96]","[46, 44, 96]","[46, 44, 96]",True,100.0,sans-serif,#fee4b3,1.0,None,3,3,512
3,1,3,1,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [46, 44, 96]","[46, 44, 96]","[46, 44, 96]",True,100.0,sans-serif,#fee4b3,1.0,None,3,3,512
3,1,3,1,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [44, 46, 96]","[44, 46, 96]","[44, 46, 96]",True,100.0,sans-serif,#fee4b3,1.0,None,3,3,512
3,1,3,1,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [44, 46, 96]","[44, 46, 96]","[44, 46, 96]",True,100.0,sans-serif,#fee4b3,1.0,None,3,3,512
3,1,3,1,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [44, 46, 96]","[44, 46, 96]","[44, 46, 96]",True,100.0,sans-serif,#fee4b3,1.0,None,3,3,512
4,2,1,1,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [7, 33, 67, 11]","[7, 33, 67, 11]","[7, 33, 67, 11]",True,100.0,sans-serif,#fee4b3,1.0,None,3,4,512
4,2,1,1,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [7, 33, 67, 11]","[7, 33, 67, 11]","[7, 33, 67, 11]",True,100.0,sans-serif,#fee4b3,1.0,None,3,4,512
4,2,1,1,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [7, 33, 67, 11]","[7, 33, 67, 11]","[7, 33, 67, 11]",True,100.0,sans-serif,#fee4b3,1.0,None,3,4,512
4,2,1,1,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [11, 33, 7, 67]","[11, 33, 7, 67]","[11, 33, 7, 67]",True,100.0,sans-serif,#fee4b3,1.0,None,3,4,512
4,2,1,1,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [11, 33, 7, 67]","[11, 33, 7, 67]","[11, 33, 7, 67]",True,100.0,sans-serif,#fee4b3,1.0,None,3,4,512
4,2,1,1,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [11, 33, 7, 67]","[11, 33, 7, 67]","[11, 33, 7, 67]",True,100.0,sans-serif,#fee4b3,1.0,None,3,4,512
4,2,1,1,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [7, 33, 11, 67]","[7, 33, 11, 67]","[7, 33, 11, 67]",True,100.0,sans-serif,#fee4b3,1.0,None,3,4,512
4,2,1,1,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [7, 33, 11, 67]","[7, 33, 11, 67]","[7, 33, 11, 67]",True,100.0,sans-serif,#fee4b3,1.0,None,3,4,512
4,2,1,1,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [7, 33, 11, 67]","[7, 33, 11, 67]","[7, 33, 11, 67]",True,100.0,sans-serif,#fee4b3,1.0,None,3,4,512
5,2,2,1,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [43, 35, 11, 31]","[43, 35, 11, 31]","[43, 35, 11, 31]",True,100.0,sans-serif,#fee4b3,1.0,None,3,4,512
5,2,2,1,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [43, 35, 11, 31]","[43, 35, 11, 31]","[43, 35, 11, 31]",True,100.0,sans-serif,#fee4b3,1.0,None,3,4,512
5,2,2,1,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [43, 35, 11, 31]","[43, 35, 11, 31]","[43, 35, 11, 31]",True,100.0,sans-serif,#fee4b3,1.0,None,3,4,512
5,2,2,1,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [31, 35, 43, 11]","[31, 35, 43, 11]","[31, 35, 43, 11]",True,100.0,sans-serif,#fee4b3,1.0,None,3,4,512
5,2,2,1,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [31, 35, 43, 11]","[31, 35, 43, 11]","[31, 35, 43, 11]",True,100.0,sans-serif,#fee4b3,1.0,None,3,4,512
5,2,2,1,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [31, 35, 43, 11]","[31, 35, 43, 11]","[31, 35, 43, 11]",True,100.0,sans-serif,#fee4b3,1.0,None,3,4,512
5,2,2,1,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [43, 35, 31, 11]","[43, 35, 31, 11]","[43, 35, 31, 11]",True,100.0,sans-serif,#fee4b3,1.0,None,3,4,512
5,2,2,1,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [43, 35, 31, 11]","[43, 35, 31, 11]","[43, 35, 31, 11]",True,100.0,sans-serif,#fee4b3,1.0,None,3,4,512
5,2,2,1,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [43, 35, 31, 11]","[43, 35, 31, 11]","[43, 35, 31, 11]",True,100.0,sans-serif,#fee4b3,1.0,None,3,4,512
6,2,3,1,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [58, 28, 36, 52]","[58, 28, 36, 52]","[58, 28, 36, 52]",True,100.0,sans-serif,#fee4b3,1.0,None,3,4,512
6,2,3,1,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [58, 28, 36, 52]","[58, 28, 36, 52]","[58, 28, 36, 52]",True,100.0,sans-serif,#fee4b3,1.0,None,3,4,512
6,2,3,1,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [58, 28, 36, 52]","[58, 28, 36, 52]","[58, 28, 36, 52]",True,100.0,sans-serif,#fee4b3,1.0,None,3,4,512
6,2,3,1,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [52, 28, 58, 36]","[52, 28, 58, 36]","[52, 28, 58, 36]",True,100.0,sans-serif,#fee4b3,1.0,None,3,4,512
6,2,3,1,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [52, 28, 58, 36]","[52, 28, 58, 36]","[52, 28, 58, 36]",True,100.0,sans-serif,#fee4b3,1.0,None,3,4,512
6,2,3,1,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [52, 28, 58, 36]","[52, 28, 58, 36]","[52, 28, 58, 36]",True,100.0,sans-serif,#fee4b3,1.0,None,3,4,512
6,2,3,1,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [58, 28, 52, 36]","[58, 28, 52, 36]","[58, 28, 52, 36]",True,100.0,sans-serif,#fee4b3,1.0,None,3,4,512
6,2,3,1,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [58, 28, 52, 36]","[58, 28, 52, 36]","[58, 28, 52, 36]",True,100.0,sans-serif,#fee4b3,1.0,None,3,4,512
6,2,3,1,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [58, 28, 52, 36]","[58, 28, 52, 36]","[58, 28, 52, 36]",True,100.0,sans-serif,#fee4b3,1.0,None,3,4,512
7,3,1,1,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," `[91, 28, 19, 41, 29]`","[91, 28, 19, 41, 29]","[91, 28, 19, 29, 41]",False,60.0,sans-serif,#fee4b3,1.0,None,3,5,512
7,3,1,1,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [91, 28, 19, 41, 29]","[91, 28, 19, 41, 29]","[91, 28, 19, 29, 41]",False,60.0,sans-serif,#fee4b3,1.0,None,3,5,512
7,3,1,1,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," `[91, 28, 19, 41, 29]`","[91, 28, 19, 41, 29]","[91, 28, 19, 29, 41]",False,60.0,sans-serif,#fee4b3,1.0,None,3,5,512
7,3,1,1,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [41, 19, 91, 28, 29]","[41, 19, 91, 28, 29]","[41, 19, 91, 28, 29]",True,100.0,sans-serif,#fee4b3,1.0,None,3,5,512
7,3,1,1,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [41, 19, 91, 28, 29]","[41, 19, 91, 28, 29]","[41, 19, 91, 28, 29]",True,100.0,sans-serif,#fee4b3,1.0,None,3,5,512
7,3,1,1,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-d58662d0-b710-4634-ac1b-51c0a7fc2ac8.png," [41, 19, 91, 28, 29]","[41, 19, 91, 28, 29]","[41, 19, 91, 28, 29]",True,100.0,sans-serif,#fee4b3,1.0,None,3,5,512
