run,n_generation,n_variation,n_format,structure,text_task,text_prompt,image_prompt,model_response,extracted_response,expected_response,match,node_font,node_color,edge_width,task_id,attempt,num_nodes,resolution
2,1,1,2,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," [43, 87, 48]","'43, 87, 48'","[43, 87, 48]",True,serif,#abe0f9,0.5,None,3,3,512
2,1,1,2,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," [43, 87, 48]","'43, 87, 48'","[43, 87, 48]",True,serif,#abe0f9,0.5,None,3,3,512
2,1,1,2,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," [48, 43, 87]","'48, 43, 87'","[48, 43, 87]",True,serif,#abe0f9,0.5,None,3,3,512
2,1,1,2,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," [48, 43, 87]","'48, 43, 87'","[48, 43, 87]",True,serif,#abe0f9,0.5,None,3,3,512
2,1,1,2,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," `[48, 43, 87]`","'48, 43, 87'","[48, 43, 87]",True,serif,#abe0f9,0.5,None,3,3,512
2,1,1,2,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," [43, 48, 87]","'43, 48, 87'","[43, 48, 87]",True,serif,#abe0f9,0.5,None,3,3,512
2,1,1,2,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," [43, 48, 87]","'43, 48, 87'","[43, 48, 87]",True,serif,#abe0f9,0.5,None,3,3,512
2,1,1,2,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," [43, 48, 87]","'43, 48, 87'","[43, 48, 87]",True,serif,#abe0f9,0.5,None,3,3,512
3,1,1,3,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," [43, 87, 48]","'43, 87, 48'","[43, 87, 48]",True,monospace,#abe0f9,0.5,None,3,3,512
3,1,1,3,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," [43, 87, 48]","'43, 87, 48'","[43, 87, 48]",True,monospace,#abe0f9,0.5,None,3,3,512
3,1,1,3,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," `[43, 87, 48]`","'43, 87, 48'","[43, 87, 48]",True,monospace,#abe0f9,0.5,None,3,3,512
3,1,1,3,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," [48, 43, 87]","'48, 43, 87'","[48, 43, 87]",True,monospace,#abe0f9,0.5,None,3,3,512
3,1,1,3,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," [48, 43, 87]","'48, 43, 87'","[48, 43, 87]",True,monospace,#abe0f9,0.5,None,3,3,512
3,1,1,3,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," [48, 43, 87]","'48, 43, 87'","[48, 43, 87]",True,monospace,#abe0f9,0.5,None,3,3,512
3,1,1,3,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," [43, 48, 87]","'43, 48, 87'","[43, 48, 87]",True,monospace,#abe0f9,0.5,None,3,3,512
3,1,1,3,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," `[43, 48, 87]`","'43, 48, 87'","[43, 48, 87]",True,monospace,#abe0f9,0.5,None,3,3,512
3,1,1,3,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," [43, 48, 87]","'43, 48, 87'","[43, 48, 87]",True,monospace,#abe0f9,0.5,None,3,3,512
4,1,1,4,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," `[43, 87, 48]`","'43, 87, 48'","[43, 87, 48]",True,sans-serif,#fee4b3,0.5,None,3,3,512
4,1,1,4,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," `[43, 87, 48]`","'43, 87, 48'","[43, 87, 48]",True,sans-serif,#fee4b3,0.5,None,3,3,512
4,1,1,4,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," [43, 87, 48]","'43, 87, 48'","[43, 87, 48]",True,sans-serif,#fee4b3,0.5,None,3,3,512
4,1,1,4,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," [48, 43, 87]","'48, 43, 87'","[48, 43, 87]",True,sans-serif,#fee4b3,0.5,None,3,3,512
4,1,1,4,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," [48, 43, 87]","'48, 43, 87'","[48, 43, 87]",True,sans-serif,#fee4b3,0.5,None,3,3,512
4,1,1,4,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," [48, 43, 87]","'48, 43, 87'","[48, 43, 87]",True,sans-serif,#fee4b3,0.5,None,3,3,512
4,1,1,4,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," [43, 48, 87]","'43, 48, 87'","[43, 48, 87]",True,sans-serif,#fee4b3,0.5,None,3,3,512
4,1,1,4,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," [43, 48, 87]","'43, 48, 87'","[43, 48, 87]",True,sans-serif,#fee4b3,0.5,None,3,3,512
4,1,1,4,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," [43, 48, 87]","'43, 48, 87'","[43, 48, 87]",True,sans-serif,#fee4b3,0.5,None,3,3,512
5,1,1,5,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," [43, 87, 48]","'43, 87, 48'","[43, 87, 48]",True,serif,#fee4b3,0.5,None,3,3,512
5,1,1,5,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," [43, 87, 48]","'43, 87, 48'","[43, 87, 48]",True,serif,#fee4b3,0.5,None,3,3,512
5,1,1,5,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," [43, 87, 48]","'43, 87, 48'","[43, 87, 48]",True,serif,#fee4b3,0.5,None,3,3,512
5,1,1,5,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," [48, 43, 87]","'48, 43, 87'","[48, 43, 87]",True,serif,#fee4b3,0.5,None,3,3,512
5,1,1,5,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," [48, 43, 87]","'48, 43, 87'","[48, 43, 87]",True,serif,#fee4b3,0.5,None,3,3,512
5,1,1,5,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," [48, 43, 87]","'48, 43, 87'","[48, 43, 87]",True,serif,#fee4b3,0.5,None,3,3,512
5,1,1,5,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," [43, 48, 87]","'43, 48, 87'","[43, 48, 87]",True,serif,#fee4b3,0.5,None,3,3,512
5,1,1,5,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," [43, 48, 87]","'43, 48, 87'","[43, 48, 87]",True,serif,#fee4b3,0.5,None,3,3,512
5,1,1,5,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," [43, 48, 87]","'43, 48, 87'","[43, 48, 87]",True,serif,#fee4b3,0.5,None,3,3,512
6,1,1,6,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," [43, 87, 48]","'43, 87, 48'","[43, 87, 48]",True,monospace,#fee4b3,0.5,None,3,3,512
6,1,1,6,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," `[43, 87, 48]`","'43, 87, 48'","[43, 87, 48]",True,monospace,#fee4b3,0.5,None,3,3,512
6,1,1,6,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," [43, 87, 48]","'43, 87, 48'","[43, 87, 48]",True,monospace,#fee4b3,0.5,None,3,3,512
6,1,1,6,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," [48, 43, 87]","'48, 43, 87'","[48, 43, 87]",True,monospace,#fee4b3,0.5,None,3,3,512
6,1,1,6,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," [48, 43, 87]","'48, 43, 87'","[48, 43, 87]",True,monospace,#fee4b3,0.5,None,3,3,512
6,1,1,6,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," [48, 43, 87]","'48, 43, 87'","[48, 43, 87]",True,monospace,#fee4b3,0.5,None,3,3,512
6,1,1,6,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," `[43, 48, 87]`","'43, 48, 87'","[43, 48, 87]",True,monospace,#fee4b3,0.5,None,3,3,512
6,1,1,6,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," [43, 48, 87]","'43, 48, 87'","[43, 48, 87]",True,monospace,#fee4b3,0.5,None,3,3,512
6,1,1,6,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," [43, 48, 87]","'43, 48, 87'","[43, 48, 87]",True,monospace,#fee4b3,0.5,None,3,3,512
7,1,1,7,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," [43, 87, 48]","'43, 87, 48'","[43, 87, 48]",True,sans-serif,#eeeeee,0.5,None,3,3,512
7,1,1,7,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," [43, 87, 48]","'43, 87, 48'","[43, 87, 48]",True,sans-serif,#eeeeee,0.5,None,3,3,512
7,1,1,7,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," [43, 87, 48]","'43, 87, 48'","[43, 87, 48]",True,sans-serif,#eeeeee,0.5,None,3,3,512
7,1,1,7,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," [48, 43, 87]","'48, 43, 87'","[48, 43, 87]",True,sans-serif,#eeeeee,0.5,None,3,3,512
7,1,1,7,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," [48, 43, 87]","'48, 43, 87'","[48, 43, 87]",True,sans-serif,#eeeeee,0.5,None,3,3,512
7,1,1,7,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-1_var-1_fmt-7_thk-05_clr-eeeeee_fnt-sansserif_res-512_idn-c0515e62-bb9e-4896-a496-5f5c951ce7c1.png," [48, 43, 87]","'48, 43, 87'","[48, 43, 87]",True,sans-serif,#eeeeee,0.5,None,3,3,512
7,1,1,7,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the post-order traversal of the binary tree.',images/binary_tree/bit_run-14_gen-1_var-1_fmt-14_thk-10_clr-fee4b3_fnt-serif_res-512_idn-ee3c436d-5009-44c6-81e2-a35a0c6f74ce.png," `[43, 48, 87]`","'43, 48, 87'","[43, 48, 87]",True,sans-serif,#eeeeee,0.5,None,3,3,512
7,1,1,7,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the post-order traversal of the binary tree.',images/binary_tree/bit_run-14_gen-1_var-1_fmt-14_thk-10_clr-fee4b3_fnt-serif_res-512_idn-ee3c436d-5009-44c6-81e2-a35a0c6f74ce.png," [43, 48, 87]","'43, 48, 87'","[43, 48, 87]",True,sans-serif,#eeeeee,0.5,None,3,3,512
7,1,1,7,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the post-order traversal of the binary tree.',images/binary_tree/bit_run-14_gen-1_var-1_fmt-14_thk-10_clr-fee4b3_fnt-serif_res-512_idn-ee3c436d-5009-44c6-81e2-a35a0c6f74ce.png," `[43, 48, 87]`","'43, 48, 87'","[43, 48, 87]",True,sans-serif,#eeeeee,0.5,None,3,3,512
8,1,1,8,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the post-order traversal of the binary tree.',images/binary_tree/bit_run-14_gen-1_var-1_fmt-14_thk-10_clr-fee4b3_fnt-serif_res-512_idn-ee3c436d-5009-44c6-81e2-a35a0c6f74ce.png," [43, 87, 48]","'43, 87, 48'","[43, 87, 48]",True,serif,#eeeeee,0.5,None,3,3,512
